Fund,Company Name,Deployment Address,Deployment City,Deployment State,Deployment ZIP Code,Locations Deployed,Download/Upload Speed Tier,Deployment Year,Census Block,Latitude,Longitude,SAC
CAF II,"CENTURYLINK, INC.",214 CLARKS TRACT,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104013028,38.035755,-78.334106,190567
CAF II,"CENTURYLINK, INC.",1435 SCOTTSVILLE RD,CHARLOTTESVILLE,VA,22902,2,10 Mbps/1 Mbps,2016,510030113012003,37.992368,-78.489305,190567
CAF II,"CENTURYLINK, INC.",472 BEAVER POND RDG,TROY,VA,22974,1,10 Mbps/1 Mbps,2016,510650201013023,37.95473,-78.341162,190567
CAF II,"CENTURYLINK, INC.",2135 BROWNS GAP TPKE,CHARLOTTESVILLE,VA,22901,2,10 Mbps/1 Mbps,2016,510030101003091,38.092346,-78.657614,190567
CAF II,"CENTURYLINK, INC.",3879 JOHNSONS RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022030,37.928819,-78.634235,190567
CAF II,"CENTURYLINK, INC.",1382 OLD LYNCHBURG RD,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030113012045,37.976168,-78.545261,190567
CAF II,"CENTURYLINK, INC.",7334 BLENHEIM RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030113014068,37.836501,-78.496306,190567
CAF II,"CENTURYLINK, INC.",4062 WOOD LN,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2016,510030104013063,38.009892,-78.358843,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.5 MILES NW OF DYKE RD & CHURCH LN,TWIN LAKES,VA,22935,1,10 Mbps/1 Mbps,2016,510790301021089,38.241885,-78.54807,190567
CAF II,"CENTURYLINK, INC.",135 SOMERSET FARM DR,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.988036,-78.494723,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.6 MILES S OF DYKE RD & BACON HOLLOW RD,TWIN LAKES,VA,22973,3,10 Mbps/1 Mbps,2016,510790301024047,38.245716,-78.53649,190567
CAF II,"CENTURYLINK, INC.",5893 BROKEN SUN RD,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004058,37.901958,-78.704838,190567
CAF II,"CENTURYLINK, INC.",5399 MARTINS CREEK LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013099,37.920837,-78.686797,190567
CAF II,"CENTURYLINK, INC.",767 THOMAS FARM LN,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.941876,-78.342251,190567
CAF II,"CENTURYLINK, INC.",3045 BURNLEY STATION RD,BARBOURSVILLE,VA,22923,2,10 Mbps/1 Mbps,2015,510030102011031,38.185001,-78.393825,190567
CAF II,"CENTURYLINK, INC.",4007 CEDAR GROVE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012061,37.9221,-78.511573,190567
CAF II,"CENTURYLINK, INC.",2197 STONY POINT RD,CHARLOTTESVILLE,VA,22911,2,10 Mbps/1 Mbps,2015,510030105001009,38.062767,-78.423645,190567
CAF II,"CENTURYLINK, INC.",3096 MONACAN TRAIL RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013140,37.968879,-78.640058,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES N OF LOUISA RD & BRIDLESPUR FARM,RIVANNA,VA,22947,1,10 Mbps/1 Mbps,2016,510030104013011,38.028967,-78.350854,190567
CAF II,"CENTURYLINK, INC.",6597 ROCKFISH RIVER RD,SCHUYLER,VA,22969,3,10 Mbps/1 Mbps,2015,511259501001021,37.791767,-78.704054,190567
CAF II,"CENTURYLINK, INC.",3875 DACHSYS KNOLL LN,NORTH GARDEN,VA,22959,2,10 Mbps/1 Mbps,2016,510030113014089,37.928294,-78.603013,190567
CAF II,"CENTURYLINK, INC.",3048 ALBERENE CHURCH LN,ESMONT,VA,22937,2,10 Mbps/1 Mbps,2015,510030114004025,37.890538,-78.607187,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES NE OF PAGEBROOK FARM & EDGE VALLEY RD,CROZET,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013129,37.984901,-78.654154,190567
CAF II,"CENTURYLINK, INC.",30 CHOCTAW PL,PALMYRA,VA,22963,2,10 Mbps/1 Mbps,2015,510650201021001,37.936491,-78.337433,190567
CAF II,"CENTURYLINK, INC.",3035 SCOTTSVILLE RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012035,37.952613,-78.528743,190567
CAF II,"CENTURYLINK, INC.",848 BLACK CAT RD,KESWICK,VA,22947,3,10 Mbps/1 Mbps,2016,510030104013066,38.012245,-78.347347,190567
CAF II,"CENTURYLINK, INC.",3818 STARLIGHT RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022026,37.950454,-78.633505,190567
CAF II,"CENTURYLINK, INC.",865 FRAYS RIDGE RD,EARLYSVILLE,VA,22936,1,10 Mbps/1 Mbps,2016,510030102012014,38.179491,-78.456488,190567
CAF II,"CENTURYLINK, INC.",6366 SCHOOLHOUSE HL,CHARLOTTESVILLE,VA,22903,3,10 Mbps/1 Mbps,2016,510030112013040,37.996745,-78.722208,190567
CAF II,"CENTURYLINK, INC.",4896 BREAK HEART RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002136,38.139195,-78.673303,190567
CAF II,"CENTURYLINK, INC.",415 CLARKS HILL LN,SCHUYLER,VA,22969,2,10 Mbps/1 Mbps,2015,511259501001012,37.796861,-78.701176,190567
CAF II,"CENTURYLINK, INC.",483 BLACK CAT RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2015,510030104013024,38.023092,-78.353314,190567
CAF II,"CENTURYLINK, INC.",4865 FOX MOUNTAIN RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002100,38.168125,-78.666959,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.5 MILES SE OF CATTERTON RD & BUCK MOUNTAIN FORD LN,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2016,510030101001064,38.177234,-78.555795,190567
CAF II,"CENTURYLINK, INC.",1720 SIMMONS GAP RD,DYKE,VA,22935,1,10 Mbps/1 Mbps,2016,510030101001009,38.236503,-78.546871,190567
CAF II,"CENTURYLINK, INC.",450 DAVID RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.958225,-78.516275,190567
CAF II,"CENTURYLINK, INC.",1010 BLACKS CREEK RD,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2016,511639303003024,37.786133,-79.622985,190567
CAF II,"CENTURYLINK, INC.",1874 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021036,37.980197,-78.422665,190567
CAF II,"CENTURYLINK, INC.",2686 HIDDEN HILLSIDE LN,NORTH GARDEN,VA,22959,2,10 Mbps/1 Mbps,2016,510030112013116,37.96364,-78.652604,190567
CAF II,"CENTURYLINK, INC.",741 WOODLANDS RD,CHARLOTTESVILLE,VA,22901,3,10 Mbps/1 Mbps,2016,510030102021039,38.106326,-78.518719,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES W OF WESTVIEW LN & RED MAPLE LN,RIVANNA,VA,22974,3,10 Mbps/1 Mbps,2016,510650201012029,37.995001,-78.298135,190567
CAF II,"CENTURYLINK, INC.",578 MAXFIELD RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.05061,-78.304363,190567
CAF II,"CENTURYLINK, INC.",1293 POUNDING CREEK RD,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030112013035,37.99593,-78.706588,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF KENTS STORE WAY & HUNTING GREEN LN,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2015,510650202001048,37.88766,-78.130682,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES N OF TOUCHSTONE LN & CHAPMAN RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790301024048,38.239926,-78.504877,190567
CAF II,"CENTURYLINK, INC.",6826 LADYSLIPPER PATH,KEENE,VA,22946,2,10 Mbps/1 Mbps,2016,510030114001021,37.848466,-78.55193,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES W OF RIVER RUN DR & LAKE MONTICELLO RD,LAKE MONTICELLO,VA,22963,1,10 Mbps/1 Mbps,2016,510650201021025,37.927446,-78.321956,190567
CAF II,"CENTURYLINK, INC.",2266 GOBBLERS RDG,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021036,37.980335,-78.421089,190567
CAF II,"CENTURYLINK, INC.",10850 JAMES MADISON HWY,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650202003018,37.824774,-78.26977,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES SE OF RICHLANDS DR & OLD LYNCHBURG RD,UNIVERSITY OF VIRGINIA,VA,22903,1,10 Mbps/1 Mbps,2015,510030113012043,37.97528,-78.541917,190567
CAF II,"CENTURYLINK, INC.",6989 BATESVILLE RD,AFTON,VA,22920,2,10 Mbps/1 Mbps,2016,510030112012090,37.994107,-78.739425,190567
CAF II,"CENTURYLINK, INC.",6964 ROCKFISH RIVER RD,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001012,37.796663,-78.705636,190567
CAF II,"CENTURYLINK, INC.",56 MURAT RD,LEXINGTON,VA,24450,2,10 Mbps/1 Mbps,2016,511639303002029,37.747151,-79.526079,190567
CAF II,"CENTURYLINK, INC.",131 WHITE OAK DR,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.933886,-78.34603,190567
CAF II,"CENTURYLINK, INC.",2154 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021046,37.972784,-78.413081,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES NE OF KYGERS HILL RD & BLUE GRASS TRL,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2016,511639303003096,37.751945,-79.555159,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES E OF ROBINS POINT PL & IRISH RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114003001,37.807828,-78.508546,190567
CAF II,"CENTURYLINK, INC.",1012 DANIEL MORRIS LN,CHARLOTTESVILLE,VA,22902,2,10 Mbps/1 Mbps,2016,510030113012029,37.950922,-78.535676,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES S OF VA-759 & STARLING DR,RIVANNA,VA,22947,4,10 Mbps/1 Mbps,2016,510650201012043,37.985467,-78.313638,190567
CAF II,"CENTURYLINK, INC.",2795 SCOTTSVILLE RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.959347,-78.523186,190567
CAF II,"CENTURYLINK, INC.",5924 HEARDS MOUNTAIN RD,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030112013144,37.90896,-78.703319,190567
CAF II,"CENTURYLINK, INC.",406 JAMES RIVER RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114003152,37.799314,-78.51032,190567
CAF II,"CENTURYLINK, INC.",2842 DAWSONS MILL RD,ESMONT,VA,22937,2,10 Mbps/1 Mbps,2016,510030114003020,37.809547,-78.595651,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF DEERFIELD RD & BYBEE RD,PALMYRA,VA,22974,1,10 Mbps/1 Mbps,2016,510650202001022,37.948843,-78.18148,190567
CAF II,"CENTURYLINK, INC.",125 GOODMAN LN,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104013024,38.032922,-78.340088,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.4 MILES N OF HEARTWOOD RD & CRYSTAL SPRING LN,CROZET,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013051,37.972055,-78.715936,190567
CAF II,"CENTURYLINK, INC.",6660 BATESVILLE RD,AFTON,VA,22920,2,10 Mbps/1 Mbps,2016,510030112013050,37.989948,-78.730636,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES SW OF OLD ICE POND RD & BEZALEEL DR,CROZET,VA,22932,2,10 Mbps/1 Mbps,2016,510030101002024,38.161626,-78.684519,190567
CAF II,"CENTURYLINK, INC.",4130 RISING SUN LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022030,37.922282,-78.625697,190567
CAF II,"CENTURYLINK, INC.",1519 BURCHS CREEK RD,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030112013040,37.998934,-78.718705,190567
CAF II,"CENTURYLINK, INC.",2582 SHILOH CHURCH RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2016,510650203001096,37.839964,-78.286748,190567
CAF II,"CENTURYLINK, INC.",1678 TERRELL FOREST LN,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030113012029,37.958351,-78.556213,190567
CAF II,"CENTURYLINK, INC.",171 LITTLE MTN FARM,CHARLOTTESVILLE,VA,22911,3,10 Mbps/1 Mbps,2016,510030104011085,38.069161,-78.395884,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES NE OF SHENANDOAH NATIONAL PARK & EVERGREEN CHURCH RD,TWIN LAKES,VA,22973,2,10 Mbps/1 Mbps,2016,510790301021082,38.271949,-78.533068,190567
CAF II,"CENTURYLINK, INC.",372 ECHO BROOK LN,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.045056,-78.297765,190567
CAF II,"CENTURYLINK, INC.",930 BLACK CAT RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104013066,38.010554,-78.347456,190567
CAF II,"CENTURYLINK, INC.",5311 OWL ALLEY LN,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.043028,-78.314594,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES NE OF ROUGEMONT FARM RD & GORDONSVILLE RD,GORDONSVILLE,VA,22947,2,10 Mbps/1 Mbps,2016,510030104012052,38.073591,-78.294815,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES N OF GRAND CRU DR & ELLERSLIE DR,PANTOPS,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.952835,-78.496381,190567
CAF II,"CENTURYLINK, INC.",5115 CATTERTON RD,FREE UNION,VA,22940,1,10 Mbps/1 Mbps,2016,510030101001049,38.18649,-78.56141,190567
CAF II,"CENTURYLINK, INC.",477 PERKINS RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001036,37.904847,-78.11709,190567
CAF II,"CENTURYLINK, INC.",1020 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021030,38.003201,-78.446843,190567
CAF II,"CENTURYLINK, INC.",550 KENTS STORE WAY,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2015,510650202001048,37.885981,-78.125608,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SE OF VA-626 & SYCAMORE LN,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.923765,-78.136148,190567
CAF II,"CENTURYLINK, INC.",3230 PEAVINE HOLLOW RD,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002056,38.189321,-78.607265,190567
CAF II,"CENTURYLINK, INC.",2981 GILBERT STATION RD,BARBOURSVILLE,VA,22923,4,10 Mbps/1 Mbps,2015,510030104011019,38.118247,-78.34369,190567
CAF II,"CENTURYLINK, INC.",4427 BUNKER HILL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2015,510030104013024,38.02207,-78.345412,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES E OF STILL POND RD & CELT RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790302002024,38.231619,-78.474911,190567
CAF II,"CENTURYLINK, INC.",2760 PLANK RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030113014091,37.897611,-78.610904,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES N OF ELLYDIA LN & CRAIGS STORE RD,CROZET,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013055,37.987646,-78.731854,190567
CAF II,"CENTURYLINK, INC.",5975 PLANK RD,AFTON,VA,22920,1,10 Mbps/1 Mbps,2016,510030112013099,37.979608,-78.69931,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES NE OF SHENANDOAH NATIONAL PARK & EVERGREEN CHURCH RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790301021082,38.274341,-78.530944,190567
CAF II,"CENTURYLINK, INC.",2433 CAMPBELL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,511099503003027,38.016913,-78.275424,190567
CAF II,"CENTURYLINK, INC.",5514 VIA LN,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002024,38.163305,-78.692901,190567
CAF II,"CENTURYLINK, INC.",1108 GLENDOWER RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114001067,37.848047,-78.543633,190567
CAF II,"CENTURYLINK, INC.",3864 JAMES MADISON HWY,FORK UNION,VA,23055,4,10 Mbps/1 Mbps,2016,510650202004021,37.753779,-78.273432,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES W OF VENABLE RD & COVERED BRIDGE RD,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001046,37.879015,-78.118489,190567
CAF II,"CENTURYLINK, INC.",4320 MCCLARY CT,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2015,510030102011038,38.155707,-78.390302,190567
CAF II,"CENTURYLINK, INC.",3482 MONACAN TRAIL RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013116,37.960378,-78.657107,190567
CAF II,"CENTURYLINK, INC.",6 CHEYENNE CT,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.93671,-78.339097,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES N OF RESERVOIR RD & FOXHAVEN FARM,UNIVERSITY OF VIRGINIA,VA,22903,1,10 Mbps/1 Mbps,2016,510030110002022,38.025801,-78.537642,190567
CAF II,"CENTURYLINK, INC.",220 HARRIS BRANCH LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112022076,37.908115,-78.664717,190567
CAF II,"CENTURYLINK, INC.",1835 SIMMONS GAP RD,DYKE,VA,22935,1,10 Mbps/1 Mbps,2016,510030101001010,38.239214,-78.550544,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES N OF VA-626 & SYCAMORE LN,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202001011,37.924595,-78.136314,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES E OF KENTS STORE WAY & HILLSBOROUGH LN,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2015,510650202001046,37.88265,-78.126647,190567
CAF II,"CENTURYLINK, INC.",5345 ALBERENE RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004025,37.882248,-78.612891,190567
CAF II,"CENTURYLINK, INC.",3320 WATTS PSGE,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030104011055,38.123503,-78.387016,190567
CAF II,"CENTURYLINK, INC.",4082 ROCK BRANCH RD,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030112013116,37.971385,-78.64128,190567
CAF II,"CENTURYLINK, INC.",2199 CAMPBELL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,511099503003027,38.016765,-78.280256,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES SW OF VENABLE RD & DOGWOOD DR,PALMYRA,VA,23084,1,10 Mbps/1 Mbps,2016,510650202002011,37.876513,-78.166709,190567
CAF II,"CENTURYLINK, INC.",3184 KENTS STORE WAY,KENTS STORE,VA,23084,2,10 Mbps/1 Mbps,2015,510650202001040,37.916281,-78.119094,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES SW OF FUNTER ST & BALLARDS MILL RD,FREE UNION,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002139,38.133418,-78.609206,190567
CAF II,"CENTURYLINK, INC.",989 THORN ROSE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2015,510030113012029,37.949548,-78.534462,190567
CAF II,"CENTURYLINK, INC.",1258 THOMAS JEFFERSON PKWY,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021030,37.993995,-78.447904,190567
CAF II,"CENTURYLINK, INC.",1645 COLLE LN,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021036,37.993035,-78.443271,190567
CAF II,"CENTURYLINK, INC.",745 HOLIDAY TRAIL LN,CHARLOTTESVILLE,VA,22903,1,10 Mbps/1 Mbps,2016,510030110004012,38.024383,-78.55945,190567
CAF II,"CENTURYLINK, INC.",5245 PINEY MOUNTAIN RD,CHARLOTTESVILLE,VA,22911,2,10 Mbps/1 Mbps,2016,510030102011021,38.178958,-78.415415,190567
CAF II,"CENTURYLINK, INC.",1143 LAKE MONTICELLO RD,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.933087,-78.340424,190567
CAF II,"CENTURYLINK, INC.",632 BLACKS CREEK RD,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2016,511639303003024,37.782452,-79.611263,190567
CAF II,"CENTURYLINK, INC.",329 BRIDLESPUR FARM,KESWICK,VA,22947,2,10 Mbps/1 Mbps,2015,510030104013011,38.031377,-78.352166,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SW OF MERRIFIELDS LN & ADVANCE MILLS RD,PINEY MOUNTAIN,VA,22968,1,10 Mbps/1 Mbps,2016,510030102012003,38.196781,-78.440512,190567
CAF II,"CENTURYLINK, INC.",1796 SIMMONS GAP RD,DYKE,VA,22935,1,10 Mbps/1 Mbps,2016,510030101001009,38.239115,-78.548817,190567
CAF II,"CENTURYLINK, INC.",190 PERKINS RD,KENTS STORE,VA,23084,1,10 Mbps/1 Mbps,2015,510650202001050,37.902293,-78.122784,190567
CAF II,"CENTURYLINK, INC.",8335 WILLIS LN,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114003004,37.807273,-78.517855,190567
CAF II,"CENTURYLINK, INC.",5530 STUMP TOWN LN,NORTH GARDEN,VA,22959,1,10 Mbps/1 Mbps,2016,510030114004025,37.884503,-78.614268,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.2 MILES N OF SPRINGBROOK LN & DYKE RD,TWIN LAKES,VA,22973,1,10 Mbps/1 Mbps,2016,510790301021082,38.271385,-78.522523,190567
CAF II,"CENTURYLINK, INC.",24 RIVERSIDE DR,SCHUYLER,VA,22969,1,10 Mbps/1 Mbps,2015,511259501001021,37.792055,-78.705126,190567
CAF II,"CENTURYLINK, INC.",2817 DAWSON LN,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2016,510030114003020,37.816841,-78.596535,190567
CAF II,"CENTURYLINK, INC.",515 FORREST RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.95865,-78.519583,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES NE OF THOMAS JEFFERSON PKWY & MONTICELLO LOOP,PANTOPS,VA,22902,1,10 Mbps/1 Mbps,2016,510030104021051,38.005633,-78.452998,190567
CAF II,"CENTURYLINK, INC.",5380 SECRETARYS SAND RD,ESMONT,VA,22937,1,10 Mbps/1 Mbps,2015,510030114004025,37.885431,-78.603835,190567
CAF II,"CENTURYLINK, INC.",1028 WINNSVILLE DR,BREMO BLUFF,VA,23022,1,10 Mbps/1 Mbps,2016,510650202003117,37.765369,-78.294716,190567
CAF II,"CENTURYLINK, INC.",7 COLES ROLLING RD,SCOTTSVILLE,VA,24590,1,10 Mbps/1 Mbps,2016,510030114001005,37.830658,-78.491196,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES W OF SCOTTSVILLE RD & DANIEL MORRIS LN,UNIVERSITY OF VIRGINIA,VA,22902,1,10 Mbps/1 Mbps,2015,510030113012029,37.950187,-78.53423,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES S OF LAMM RD & DUNNES SHOP RD,TWIN LAKES,VA,22968,1,10 Mbps/1 Mbps,2016,510790302002016,38.246288,-78.408772,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.3 MILES N OF TURKEY SAG RD & BELL ACRES,GORDONSVILLE,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012042,38.10938,-78.305416,190567
CAF II,"CENTURYLINK, INC.",505 FORREST RD,CHARLOTTESVILLE,VA,22902,1,10 Mbps/1 Mbps,2016,510030113012003,37.958139,-78.520078,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES SE OF GIBSONS HILL DR & BURCHS CREEK RD,CROZET,VA,22903,1,10 Mbps/1 Mbps,2016,510030112013040,38.004127,-78.71883,190567
CAF II,"CENTURYLINK, INC.",3578 BROWNS GAP TPKE,CROZET,VA,22932,1,10 Mbps/1 Mbps,2016,510030101002131,38.14118,-78.666856,190567
CAF II,"CENTURYLINK, INC.",5999 BROKEN SUN RD,COVESVILLE,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004058,37.897817,-78.710466,190567
CAF II,"CENTURYLINK, INC.",LESS THAN 0.1 MILES S OF COVE SCHOOL LN & AMES GAP LN,SCHUYLER,VA,22931,1,10 Mbps/1 Mbps,2016,510030114004081,37.886432,-78.707686,190567
CAF II,"CENTURYLINK, INC.",306 W MIDLAND TRL,LEXINGTON,VA,24450,1,10 Mbps/1 Mbps,2016,511639302002173,37.798921,-79.458387,190567
CAF II,"CENTURYLINK, INC.",32 SEMINOLE TRL,PALMYRA,VA,22963,1,10 Mbps/1 Mbps,2015,510650201021001,37.933552,-78.338871,190567
CAF II,"CENTURYLINK, INC.",93 CAMPBELL RD,KESWICK,VA,22947,1,10 Mbps/1 Mbps,2016,510030104012055,38.051339,-78.309233,190567
CAF II,"CENTURYLINK, INC.",4712 WATTS PSGE,CHARLOTTESVILLE,VA,22911,1,10 Mbps/1 Mbps,2016,510030102011042,38.162275,-78.401911,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES N OF PINE KNOB RD & BATTLECREEK RD,STANLEY,VA,22851,1,10 Mbps/1 Mbps,2016,511390305001034,38.608215,-78.586687,190567
CAF II,"CENTURYLINK, INC.",APPROXIMATLEY 0.1 MILES N OF HOLLY FORK LN & GORDONSVILLE RD,RIVANNA,VA,22947,2,10 Mbps/1 Mbps,2016,510030104012038,38.072148,-78.299504,190567
